"Research Intern, PhD, Summer 2025",Google,https://www.google.com/about/careers/applications/jobs/results/?src=Online/Google%20Website/ByF&company=Google,,
"Student Researcher, PhD, Winter/Summer 2025",Google,https://www.google.com/about/careers/applications/jobs/results/?src=Online/Google%20Website/ByF&company=Google,,
"Student Researcher, BS/MS, Winter/Summer 2025",Google,https://www.google.com/about/careers/applications/jobs/results/?src=Online/Google%20Website/ByF&company=Google,,
